_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,brand_name
5ff1e1c50a720f052300056c,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:24:53.000000Z,2021-01-03T15:24:53.000000Z,2021-01-03T15:24:53.000000Z,2021-01-03T15:24:53.000000Z,2021-01-03T15:24:53.000000Z,100,2021-01-02T15:24:53.000000Z,1,FINISHED,1,5ff1e194b6a9d73a3a9f1052,
5ff1e1a10a720f0523000568,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:24:17.000000Z,2021-01-03T15:24:17.000000Z,2021-01-03T15:39:20.000000Z,2021-01-03T15:39:20.000000Z,2021-01-03T15:24:19.000000Z,750,2021-01-02T00:00:00.000000Z,5,FINISHED,50,5ff1e194b6a9d73a3a9f1052,Annie's Homegrown
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:24:38.000000Z,2021-01-03T15:24:38.000000Z,,2021-01-03T15:24:38.000000Z,,8850,2021-02-03T15:24:38.000000Z,10,FLAGGED,290,5ff1e194b6a9d73a3a9f1052,Miller Lite
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30T20:17:59.000000Z,2020-10-30T20:17:59.000000Z,,2021-01-03T15:24:54.000000Z,2020-10-30T20:18:00.000000Z,750,2020-10-29T20:17:59.000000Z,11,REJECTED,1,5f9c74f7c88c1415cbddb839,
5ff1e1b20a7214ada100055a,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:24:34.000000Z,2021-01-03T15:24:34.000000Z,2021-01-03T15:24:35.000000Z,2021-01-03T15:24:35.000000Z,2021-01-03T15:24:35.000000Z,300,2021-02-03T15:24:35.000000Z,1,FINISHED,1,5ff1e194b6a9d73a3a9f1052,
5ff1e1e90a7214ada1000569,,,2021-01-03T15:25:29.000000Z,2021-01-03T15:25:29.000000Z,,2021-01-03T15:25:29.000000Z,,,,0,FLAGGED,0,5ff1e1e9b6a9d73a3a9f10f6,
5ff1e1df0a7214ada1000564,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:25:19.000000Z,2021-01-03T15:25:19.000000Z,2021-01-03T15:25:20.000000Z,2021-01-03T15:25:25.000000Z,2021-01-03T15:25:19.000000Z,750,2021-01-02T15:25:19.000000Z,2,FINISHED,11,5ff1e1dfcfcf6c399c274ab3,
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:24:36.000000Z,2021-01-03T15:24:36.000000Z,,2021-01-03T15:24:37.000000Z,2021-01-03T15:24:36.000000Z,750,2021-01-02T15:24:36.000000Z,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54,
5ff1e1eb0a720f0523000576,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:25:31.000000Z,2021-01-03T15:25:31.000000Z,2021-01-03T15:25:32.000000Z,2021-01-03T15:25:36.000000Z,2021-01-03T15:25:32.000000Z,300,2021-01-03T00:00:00.000000Z,2,FINISHED,26,5ff1e1eacfcf6c399c274ae6,
5ff1e1c80a720f052300056d,5,All-receipts receipt bonus,2021-01-03T15:24:56.000000Z,2021-01-03T15:24:56.000000Z,2021-01-03T15:25:02.000000Z,2021-01-03T15:25:02.000000Z,2021-01-03T15:24:56.000000Z,5,2021-01-02T15:24:56.000000Z,2,FINISHED,1,5ff1e194b6a9d73a3a9f1052,
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30T20:18:01.000000Z,2020-10-30T20:18:01.000000Z,2021-01-03T15:39:55.000000Z,2021-01-03T15:39:55.000000Z,2021-01-03T15:39:55.000000Z,389.2,2020-10-29T20:18:01.000000Z,6,FINISHED,14,5f9c74e3f1937815bd2c1d73,
5ff1e1960a720f0523000567,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:24:06.000000Z,2021-01-03T15:24:06.000000Z,2021-01-03T15:24:10.000000Z,2021-01-03T15:24:10.000000Z,2021-01-03T15:24:10.000000Z,750,2021-01-02T15:24:06.000000Z,1,FINISHED,1,5ff1e196cfcf6c399c274a38,
5ff1e1ec0a7214ada100056c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03T15:25:32.000000Z,2021-01-03T15:25:32.000000Z,2021-01-03T15:25:32.000000Z,2021-01-03T15:25:37.000000Z,2021-01-03T15:25:32.000000Z,150,2021-01-03T00:00:00.000000Z,2,FINISHED,21,5ff1e1eacfcf6c399c274ae6,
5ff1e1d70a720f0523000571,40,COMPLETE_PARTNER_RECEIPT,2021-01-03T15:25:11.000000Z,2021-01-03T15:25:11.000000Z,2021-01-03T15:25:12.000000Z,2021-01-03T15:25:12.000000Z,2021-01-03T15:25:12.000000Z,185,2021-01-02T15:25:11.000000Z,2,FINISHED,2,5ff1e194b6a9d73a3a9f1052,KNORR
5ff1e1c60a7214ada100055e,5,All-receipts receipt bonus,2021-01-03T15:24:54.000000Z,2021-01-03T15:24:54.000000Z,2021-01-03T15:24:59.000000Z,2021-01-03T15:24:59.000000Z,2021-01-03T15:24:54.000000Z,5,2021-01-02T15:24:54.000000Z,2,FINISHED,1,5ff1e194b6a9d73a3a9f1052,
5ff1e1ee0a7214ada1000570,5,All-receipts receipt bonus,2021-01-03T15:25:34.000000Z,2021-01-03T15:25:34.000000Z,2021-01-03T15:25:35.000000Z,2021-01-03T15:25:40.000000Z,2021-01-03T15:25:35.000000Z,5,2021-01-03T00:00:00.000000Z,5,FINISHED,27,5ff1e1eacfcf6c399c274ae6,
5ff1e1cf0a720f0523000570,5,All-receipts receipt bonus,2021-01-03T15:25:03.000000Z,2021-01-03T15:25:03.000000Z,2021-01-03T15:25:09.000000Z,2021-01-03T15:25:09.000000Z,2021-01-03T15:25:03.000000Z,5,2021-01-02T15:25:03.000000Z,2,FINISHED,1,5ff1e194b6a9d73a3a9f1052,
5ff1e1e10a720f0523000572,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-03T15:25:21.000000Z,2021-01-03T15:25:21.000000Z,2021-01-03T15:25:21.000000Z,2021-01-03T15:25:26.000000Z,2021-01-03T15:25:21.000000Z,35,2021-01-02T15:25:21.000000Z,1,FINISHED,1,5ff1e194b6a9d73a3a9f1052,SUAVE
5ff1e1d40a7214ada1000562,,,2021-01-03T15:25:08.000000Z,2021-01-03T15:25:08.000000Z,,2021-01-03T15:25:08.000000Z,,,2017-10-30T00:00:00.000000Z,3,REJECTED,3,5ff1e194b6a9d73a3a9f1052,Diet Rite
5ff1e1ee0a720f0523000578,5,All-receipts receipt bonus,2021-01-03T15:25:34.000000Z,2021-01-03T15:25:34.000000Z,2021-01-03T15:25:34.000000Z,2021-01-03T15:25:39.000000Z,2021-01-03T15:25:34.000000Z,5,2021-01-03T00:00:00.000000Z,4,FINISHED,27,5ff1e1eacfcf6c399c274ae6,
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:48:19.000000Z,2021-01-04T19:48:19.000000Z,2021-01-04T19:48:20.000000Z,2021-01-04T19:48:20.000000Z,2021-01-04T19:48:20.000000Z,650,2020-12-20T00:00:00.000000Z,10,FINISHED,10,5ff370c562fde912123a5e0e,Capri Sun
5ff36dcc0a720f05230005b1,5,All-receipts receipt bonus,2021-01-04T19:34:36.000000Z,2021-01-04T19:34:36.000000Z,2021-01-04T19:34:36.000000Z,2021-01-04T19:34:36.000000Z,2021-01-04T19:34:36.000000Z,55,2021-01-04T19:34:36.000000Z,1,FINISHED,0.99,5ff36d0362fde912123a5535,
5ff36c750a7214ada100058f,,,2021-01-04T19:28:53.000000Z,2021-01-04T19:28:53.000000Z,2021-01-04T19:28:54.000000Z,2021-01-04T19:28:54.000000Z,2021-01-04T19:28:54.000000Z,500,2021-01-03T19:28:53.000000Z,9,FINISHED,89.91,5ff36be7135e7011bcb856d3,Planters
5ff36d860a720f05230005a7,45,COMPLETE_PARTNER_RECEIPT,2021-01-04T19:33:26.000000Z,2021-01-04T19:33:26.000000Z,2021-01-04T19:33:26.000000Z,2021-01-04T19:33:26.000000Z,2021-01-04T19:33:26.000000Z,50,2021-01-03T19:33:26.000000Z,1,FINISHED,1,54943462e4b07e684157a532,Classico
5ff36d9f0a720f05230005ab,45,COMPLETE_PARTNER_RECEIPT,2021-01-04T19:33:51.000000Z,2021-01-04T19:33:51.000000Z,2021-01-04T19:33:51.000000Z,2021-01-04T19:33:51.000000Z,2021-01-04T19:33:51.000000Z,50,2020-12-19T19:33:51.000000Z,1,FINISHED,1,5ff36d0362fde912123a5535,Shape
5ff36adb0a720f0523000590,,,2021-01-04T19:22:03.000000Z,2021-01-04T19:22:03.000000Z,2021-01-04T19:22:04.000000Z,2021-01-04T19:22:04.000000Z,2021-01-04T19:22:04.000000Z,250,2020-12-30T06:00:00.000000Z,5,FINISHED,49.95,5ff36a3862fde912123a4460,Oscar Mayer
5ff36da00a7214ada100059b,5,All-receipts receipt bonus,2021-01-04T19:33:52.000000Z,2021-01-04T19:33:52.000000Z,2021-01-04T19:33:52.000000Z,2021-01-04T19:33:52.000000Z,2021-01-04T19:33:52.000000Z,5,2021-01-03T19:33:52.000000Z,1,FINISHED,1,5ff36d0362fde912123a5535,
5ff36dc40a7214ada100059f,5,All-receipts receipt bonus,2021-01-04T19:34:28.000000Z,2021-01-04T19:34:28.000000Z,2021-01-04T19:34:28.000000Z,2021-01-04T19:34:28.000000Z,2021-01-04T19:34:28.000000Z,355,2021-01-03T19:34:28.000000Z,9,FINISHED,89.91,5ff36d0362fde912123a5535,Kraft
5ff3710b0a7214ada10005a7,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:48:27.000000Z,2021-01-04T19:48:27.000000Z,2021-01-04T19:48:28.000000Z,2021-01-04T19:48:28.000000Z,2021-01-04T19:48:28.000000Z,600,2021-01-03T19:48:27.000000Z,9,FINISHED,89.91,5ff370c562fde912123a5e0e,Oscar Mayer
5ff36d780a7214ada1000593,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:33:12.000000Z,2021-01-04T19:33:12.000000Z,2021-01-04T19:33:14.000000Z,2021-01-04T19:33:14.000000Z,2021-01-04T19:33:14.000000Z,1750,2021-01-04T19:33:12.000000Z,1,FINISHED,10,5ff36d78135e7011bcb86488,
5ff371410a7214ada10005ba,45,COMPLETE_PARTNER_RECEIPT,2021-01-04T19:49:21.000000Z,2021-01-04T19:49:21.000000Z,2021-01-04T19:49:21.000000Z,2021-01-04T19:49:21.000000Z,2021-01-04T19:49:21.000000Z,350,2021-01-03T19:49:21.000000Z,1,FINISHED,1,5ff370c562fde912123a5e0e,Maxwell House
5ff36c8b0a720f05230005a1,5,All-receipts receipt bonus,2021-01-04T19:29:15.000000Z,2021-01-04T19:29:15.000000Z,2021-01-04T19:29:17.000000Z,2021-01-04T19:29:17.000000Z,2021-01-04T19:29:17.000000Z,5,2021-01-03T19:29:15.000000Z,1,FINISHED,1,54943462e4b07e684157a532,Kraft
5ff36c550a7214ada1000588,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:28:21.000000Z,2021-01-04T19:28:21.000000Z,2021-01-04T19:28:21.000000Z,2021-01-04T19:28:21.000000Z,2021-01-04T19:28:21.000000Z,750,2021-01-01T06:00:00.000000Z,5,FINISHED,25,5ff36be7135e7011bcb856d3,Smart Made
5ff36acb0a720f052300058d,5,All-receipts receipt bonus,2021-01-04T19:21:47.000000Z,2021-01-04T19:21:47.000000Z,2021-01-04T19:21:48.000000Z,2021-01-04T19:21:48.000000Z,2021-01-04T19:21:48.000000Z,55,2021-01-03T19:21:47.000000Z,9,FINISHED,89.91,5ff36a3862fde912123a4460,Jell-O
5ff371450a7214ada10005bd,5,All-receipts receipt bonus,2021-01-04T19:49:25.000000Z,2021-01-04T19:49:25.000000Z,2021-01-04T19:49:26.000000Z,2021-01-04T19:49:26.000000Z,2021-01-04T19:49:26.000000Z,5,2020-12-24T06:00:00.000000Z,5,FINISHED,49.95,5ff370c562fde912123a5e0e,Natural
5ff36d9d0a720f05230005aa,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:33:49.000000Z,2021-01-04T19:33:49.000000Z,2021-01-04T19:33:49.000000Z,2021-01-04T19:33:49.000000Z,2021-01-04T19:33:49.000000Z,225,2021-01-01T06:00:00.000000Z,5,FINISHED,25,5ff36d0362fde912123a5535,Oscar Mayer
5ff36c590a7214ada1000589,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:28:25.000000Z,2021-01-04T19:28:25.000000Z,2021-01-04T19:28:25.000000Z,2021-01-04T19:28:25.000000Z,2021-01-04T19:28:25.000000Z,275,2020-12-30T06:00:00.000000Z,5,FINISHED,25,5ff36be7135e7011bcb856d3,Gevalia
5ff29be20a7214ada1000571,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-04T04:38:58.000000Z,2021-01-04T04:38:58.000000Z,2021-01-04T04:39:06.000000Z,2021-01-04T04:39:09.000000Z,2021-01-04T04:39:06.000000Z,25,2021-01-03T00:00:00.000000Z,1,FINISHED,1,5964eb07e4b03efd0c0f267b,Barmen
5ff3416f0a7214ada1000576,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-04T16:25:19.000000Z,2021-01-04T16:25:19.000000Z,2021-01-04T16:25:19.000000Z,2021-01-04T16:25:19.000000Z,2021-01-04T16:25:19.000000Z,25,2021-01-04T00:00:00.000000Z,1,FINISHED,28.57,5c3388caea88e15513a95069,Terrapin
5ff36c6d0a720f0523000597,5,All-receipts receipt bonus,2021-01-04T19:28:45.000000Z,2021-01-04T19:28:45.000000Z,2021-01-04T19:28:45.000000Z,2021-01-04T19:28:45.000000Z,2021-01-04T19:28:45.000000Z,5,2021-01-03T19:28:45.000000Z,4,FINISHED,18.2,5ff36be7135e7011bcb856d3,Baked!
5ff36a830a7214ada100057b,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:20:35.000000Z,2021-01-04T19:20:35.000000Z,2021-01-04T19:20:36.000000Z,2021-01-04T19:20:36.000000Z,2021-01-04T19:20:36.000000Z,100,2020-12-19T19:20:35.000000Z,1,FINISHED,1,5ff36a3862fde912123a4460,
5ff36c570a720f0523000593,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:28:23.000000Z,2021-01-04T19:28:23.000000Z,2021-01-04T19:28:23.000000Z,2021-01-04T19:28:23.000000Z,2021-01-04T19:28:23.000000Z,250,2021-01-03T19:28:23.000000Z,1,FINISHED,10,5ff36be7135e7011bcb856d3,
5ff3713c0a7214ada10005b6,,,2021-01-04T19:49:16.000000Z,2021-01-04T19:49:16.000000Z,2021-01-04T19:49:16.000000Z,2021-01-04T19:49:16.000000Z,2021-01-04T19:49:16.000000Z,350,2021-01-03T19:49:16.000000Z,1,FINISHED,10,5ff370c562fde912123a5e0e,Oscar Mayer
5ff371130a7214ada10005aa,45,COMPLETE_PARTNER_RECEIPT,2021-01-04T19:48:35.000000Z,2021-01-04T19:48:35.000000Z,2021-01-04T19:48:36.000000Z,2021-01-04T19:48:36.000000Z,2021-01-04T19:48:36.000000Z,100,2021-01-04T19:48:35.000000Z,1,FINISHED,0.99,5ff370c562fde912123a5e0e,Tassimo
5ff370f00a7214ada10005a3,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:48:00.000000Z,2021-01-04T19:48:00.000000Z,2021-01-04T19:48:01.000000Z,2021-01-04T19:48:01.000000Z,2021-01-04T19:48:01.000000Z,500,2020-12-21T00:00:00.000000Z,5,FINISHED,49.95,5ff370c562fde912123a5e0e,
5ff371240a7214ada10005b3,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04T19:48:52.000000Z,2021-01-04T19:48:52.000000Z,2021-01-04T19:48:52.000000Z,2021-01-04T19:48:52.000000Z,2021-01-04T19:48:52.000000Z,755,2021-01-03T19:48:52.000000Z,1,FINISHED,1,5ff37124135e7011bcb86bc3,Oscar Mayer
5ff36c8d0a7214ada1000591,5,All-receipts receipt bonus,2021-01-04T19:29:17.000000Z,2021-01-04T19:29:17.000000Z,2021-01-04T19:29:17.000000Z,2021-01-04T19:29:17.000000Z,2021-01-04T19:29:17.000000Z,5,2021-01-03T19:29:17.000000Z,1,FINISHED,1,54943462e4b07e684157a532,
5ff36ad40a7214ada1000585,5,All-receipts receipt bonus,2021-01-04T19:21:56.000000Z,2021-01-04T19:21:56.000000Z,2021-01-04T19:21:56.000000Z,2021-01-04T19:21:56.000000Z,2021-01-04T19:21:56.000000Z,55,2021-01-04T19:21:56.000000Z,1,FINISHED,0.99,5ff36a3862fde912123a4460,
5ff36dcb0a7214ada10005a0,5,All-receipts receipt bonus,2021-01-04T19:34:35.000000Z,2021-01-04T19:34:35.000000Z,2021-01-04T19:34:36.000000Z,2021-01-04T19:34:36.000000Z,2021-01-04T19:34:36.000000Z,5,2021-01-03T19:34:35.000000Z,1,FINISHED,9.99,5ff36d0362fde912123a5535,
5ff3416d0a7214ada1000575,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-04T16:25:17.000000Z,2021-01-04T16:25:17.000000Z,2021-01-04T16:25:17.000000Z,2021-01-04T16:25:17.000000Z,2021-01-04T16:25:17.000000Z,25,2021-01-04T00:00:00.000000Z,1,FINISHED,28.57,5c3388caea88e15513a95069,Terrapin
5ff4ce430a7214ada10005d8,5,All-receipts receipt bonus,2021-01-05T20:38:27.000000Z,2021-01-05T20:38:27.000000Z,2021-01-05T20:38:28.000000Z,2021-01-05T20:38:33.000000Z,2021-01-05T20:38:28.000000Z,5,2021-01-05T00:00:00.000000Z,4,FINISHED,25,5ff4ce3dc3d63511e2a484dc,
5ff4ce400a7214ada10005d5,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05T20:38:24.000000Z,2021-01-05T20:38:24.000000Z,2021-01-05T20:38:24.000000Z,2021-01-05T20:38:29.000000Z,2021-01-05T20:38:24.000000Z,150,2021-01-05T00:00:00.000000Z,5,FINISHED,27,5ff4ce3dc3d63511e2a484dc,
5ff4a4ca0a7214ada10005d0,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05T17:41:30.000000Z,2021-01-05T17:41:30.000000Z,,2021-01-05T17:41:32.000000Z,,750,2020-09-13T00:00:00.000000Z,2,REJECTED,34.96,5fbc35711d967d1222cbfefc,Nutri-Grain
5ff473de0a720f05230005bd,5,All-receipts receipt bonus,2021-01-05T14:12:46.000000Z,2021-01-05T14:12:46.000000Z,2021-01-05T14:12:47.000000Z,2021-01-05T14:12:47.000000Z,2021-01-05T14:12:47.000000Z,5,2020-12-23T14:12:46.000000Z,1,FINISHED,1,54943462e4b07e684157a532,Rold Gold
5ff4ce8c0a7214ada10005e6,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-05T20:39:40.000000Z,2021-01-05T20:39:40.000000Z,2021-01-05T20:39:41.000000Z,2021-01-05T20:39:46.000000Z,2021-01-05T20:39:41.000000Z,35,2021-01-04T20:39:40.000000Z,1,FINISHED,1,5ff4ce33c3d63511e2a484b6,SUAVE
5ff4ce3d0a7214ada10005d3,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05T20:38:21.000000Z,2021-01-05T20:38:21.000000Z,2021-01-05T20:38:22.000000Z,2021-01-05T20:38:27.000000Z,2021-01-05T20:38:22.000000Z,750,2021-01-05T00:00:00.000000Z,2,FINISHED,29,5ff4ce3dc3d63511e2a484dc,
5ff473b40a7214ada10005c5,45,COMPLETE_PARTNER_RECEIPT,2021-01-05T14:12:04.000000Z,2021-01-05T14:12:04.000000Z,2021-01-05T14:12:04.000000Z,2021-01-05T14:12:04.000000Z,2021-01-05T14:12:04.000000Z,50,2021-01-04T14:12:04.000000Z,1,FINISHED,1,5ff47392c3d63511e2a47881,Crystal Light
5ff473f30a720f05230005c0,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05T14:13:07.000000Z,2021-01-05T14:13:07.000000Z,2021-01-05T14:13:08.000000Z,2021-01-05T14:13:08.000000Z,2021-01-05T14:13:08.000000Z,1800,2021-01-05T14:13:07.000000Z,1,FINISHED,10,5ff473f3c1e2d0121a9b2707,"O, That's Good!"
5ff4ce3a0a7214ada10005d2,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05T20:38:18.000000Z,2021-01-05T20:38:18.000000Z,2021-01-05T20:38:19.000000Z,2021-01-05T20:38:23.000000Z,2021-01-05T20:38:19.000000Z,750,2021-01-05T00:00:00.000000Z,2,FINISHED,21,5ff4ce3ac1e2d0121a9b2fb3,
5ff473a90a7214ada10005c2,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05T14:11:53.000000Z,2021-01-05T14:11:53.000000Z,2021-01-05T14:11:54.000000Z,2021-01-05T14:11:54.000000Z,2021-01-05T14:11:54.000000Z,275,2020-12-31T06:00:00.000000Z,5,FINISHED,25,5ff47392c3d63511e2a47881,Maxwell House
5ff473b10a7214ada10005c4,,,2021-01-05T14:12:01.000000Z,2021-01-05T14:12:01.000000Z,2021-01-05T14:12:01.000000Z,2021-01-05T14:12:01.000000Z,2021-01-05T14:12:01.000000Z,250,2021-01-02T06:00:00.000000Z,5,FINISHED,49.95,5ff47392c3d63511e2a47881,JUST CRACK AN EGG Scramble Kit
5ff475820a7214ada10005cf,,,2021-01-05T14:19:46.000000Z,2021-01-05T14:19:46.000000Z,,2021-01-05T14:19:46.000000Z,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612,
5ff4ce550a7214ada10005db,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05T20:38:45.000000Z,2021-01-05T20:38:45.000000Z,2021-01-05T20:38:51.000000Z,2021-01-05T20:38:51.000000Z,2021-01-05T20:38:46.000000Z,300,2021-01-04T20:38:45.000000Z,2,FINISHED,1,5ff4ce33c3d63511e2a484b6,
5ff4ce430a720f05230005c9,5,All-receipts receipt bonus,2021-01-05T20:38:27.000000Z,2021-01-05T20:38:27.000000Z,2021-01-05T20:38:27.000000Z,2021-01-05T20:38:32.000000Z,2021-01-05T20:38:27.000000Z,5,2021-01-05T00:00:00.000000Z,1,FINISHED,29,5ff4ce3dc3d63511e2a484dc,
5ff473d40a7214ada10005c9,5,All-receipts receipt bonus,2021-01-05T14:12:36.000000Z,2021-01-05T14:12:36.000000Z,2021-01-05T14:12:37.000000Z,2021-01-05T14:12:37.000000Z,2021-01-05T14:12:37.000000Z,5,2021-01-05T14:12:36.000000Z,1,FINISHED,9.99,5ff47392c3d63511e2a47881,
